Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Tenure Group,Income Group
22,No,Travel_Rarely,Research & Development,11,Medical,1,511,Female,1,Research Scientist,2,Married,2244,1,No,13,3,4,2,3,2,1,1,2,Young Adult,0-2 Years,Low
36,No,Travel_Rarely,Sales,2,Medical,1,513,Male,3,Sales Executive,3,Married,7596,1,No,13,3,2,10,3,10,9,9,0,Adult,6-10 Years,Medium
30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,1,514,Male,1,Research Scientist,4,Single,2285,9,Yes,23,4,3,3,3,1,0,0,0,Adult,0-2 Years,Low
37,No,Travel_Rarely,Research & Development,14,Life Sciences,1,515,Female,1,Laboratory Technician,1,Divorced,3034,1,No,12,3,3,18,2,18,7,12,17,Adult,10+ Years,Low
40,No,Travel_Rarely,Sales,2,Marketing,1,516,Female,2,Sales Executive,2,Divorced,5715,7,No,12,3,3,8,3,5,4,1,3,Adult,3-5 Years,Medium
42,No,Travel_Rarely,Research & Development,1,Life Sciences,1,517,Female,1,Laboratory Technician,1,Divorced,2576,3,No,16,3,2,8,3,5,2,1,2,Adult,3-5 Years,Low
37,No,Travel_Rarely,Research & Development,10,Life Sciences,1,518,Male,2,Manufacturing Director,2,Single,4197,2,Yes,12,3,4,18,2,1,0,0,1,Adult,0-2 Years,Low
43,No,Travel_Rarely,Research & Development,12,Life Sciences,1,520,Male,4,Research Director,2,Divorced,14336,1,No,11,3,3,25,3,25,10,3,9,Adult,10+ Years,High
40,No,Travel_Rarely,Research & Development,2,Medical,1,521,Female,2,Laboratory Technician,3,Married,3448,6,No,22,4,2,20,3,1,0,0,0,Adult,0-2 Years,Low
54,No,Travel_Rarely,Research & Development,5,Medical,1,522,Male,5,Research Director,1,Married,19406,4,No,11,3,3,24,2,4,2,1,2,Elder,3-5 Years,High
34,No,Non-Travel,Sales,4,Marketing,1,523,Female,2,Sales Executive,3,Married,6538,9,No,15,3,1,6,3,3,2,1,2,Adult,3-5 Years,Medium
31,No,Travel_Rarely,Research & Development,7,Medical,1,524,Female,2,Manufacturing Director,1,Married,4306,1,No,12,3,2,13,1,13,10,3,12,Adult,10+ Years,Low
43,No,Travel_Frequently,Research & Development,21,Medical,1,525,Male,1,Laboratory Technician,4,Married,2258,7,No,20,4,1,8,3,3,2,1,2,Adult,3-5 Years,Low
43,No,Travel_Rarely,Research & Development,8,Other,1,526,Female,2,Healthcare Representative,3,Divorced,4522,4,Yes,14,3,4,8,3,5,2,0,2,Adult,3-5 Years,Low
25,No,Travel_Rarely,Sales,4,Life Sciences,1,527,Female,2,Sales Executive,4,Single,4487,1,Yes,11,3,2,5,3,5,4,1,3,Adult,3-5 Years,Low
37,No,Non-Travel,Research & Development,25,Medical,1,529,Female,2,Research Scientist,3,Married,4449,3,Yes,15,3,1,15,3,13,11,10,7,Adult,10+ Years,Low
31,No,Travel_Rarely,Research & Development,1,Life Sciences,1,530,Male,1,Laboratory Technician,1,Married,2218,1,No,12,3,3,4,3,4,2,3,2,Adult,3-5 Years,Low
39,No,Travel_Frequently,Research & Development,1,Life Sciences,1,531,Male,5,Manager,3,Divorced,19197,1,Yes,14,3,3,21,3,21,8,1,6,Adult,10+ Years,High
56,No,Travel_Frequently,Sales,6,Life Sciences,1,532,Female,4,Sales Executive,1,Married,13212,9,No,11,3,4,36,2,7,7,7,7,Elder,6-10 Years,High
30,No,Travel_Rarely,Sales,12,Technical Degree,1,533,Female,2,Sales Executive,3,Single,6577,0,No,11,3,2,6,3,5,4,4,4,Adult,3-5 Years,Medium
41,No,Travel_Rarely,Sales,1,Marketing,1,534,Male,3,Sales Executive,1,Married,8392,1,No,16,3,3,10,3,10,7,0,7,Adult,6-10 Years,Medium
28,No,Travel_Rarely,Research & Development,17,Medical,1,536,Male,2,Laboratory Technician,1,Divorced,4558,1,No,12,3,4,10,3,10,0,1,8,Adult,6-10 Years,Low
25,Yes,Travel_Rarely,Research & Development,3,Medical,1,538,Male,1,Laboratory Technician,1,Married,4031,5,No,13,3,3,6,3,2,2,0,2,Adult,0-2 Years,Low
52,No,Travel_Rarely,Research & Development,3,Medical,1,543,Male,3,Manufacturing Director,3,Married,7969,2,Yes,14,3,3,28,3,5,4,0,4,Elder,3-5 Years,Medium
45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,544,Male,1,Research Scientist,4,Married,2654,3,No,21,4,4,8,2,2,2,0,2,Elder,0-2 Years,Low
52,No,Travel_Rarely,Research & Development,4,Life Sciences,1,546,Female,4,Manager,4,Married,16555,2,No,13,3,4,31,1,5,2,1,4,Elder,3-5 Years,High
42,No,Travel_Frequently,Research & Development,29,Life Sciences,1,547,Female,2,Research Scientist,3,Divorced,4556,2,No,11,3,2,19,3,5,4,0,2,Adult,3-5 Years,Low
30,No,Travel_Rarely,Research & Development,2,Life Sciences,1,548,Female,2,Manufacturing Director,4,Single,6091,2,No,20,4,3,11,3,5,4,0,2,Adult,3-5 Years,Medium
60,No,Travel_Rarely,Research & Development,7,Life Sciences,1,549,Female,5,Manager,1,Married,19566,5,No,11,3,4,33,1,29,8,11,10,Elder,10+ Years,High
46,No,Travel_Rarely,Research & Development,18,Medical,1,550,Female,2,Manufacturing Director,3,Divorced,4810,2,No,14,3,3,19,2,10,7,0,8,Elder,6-10 Years,Low
42,No,Travel_Frequently,Research & Development,28,Technical Degree,1,551,Female,2,Healthcare Representative,4,Married,4523,0,No,11,3,4,7,4,6,5,0,4,Adult,6-10 Years,Low
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,554,Female,1,Sales Representative,2,Single,3202,1,Yes,16,3,2,6,3,5,3,1,4,Young Adult,3-5 Years,Low
34,Yes,Travel_Frequently,Sales,6,Marketing,1,555,Female,1,Sales Representative,3,Divorced,2351,0,No,16,3,4,3,2,2,2,1,0,Adult,0-2 Years,Low
38,No,Travel_Frequently,Research & Development,2,Life Sciences,1,556,Male,1,Laboratory Technician,4,Married,1702,1,Yes,23,4,3,1,3,1,0,0,0,Adult,0-2 Years,Low
40,No,Travel_Rarely,Sales,2,Life Sciences,1,558,Female,5,Manager,3,Married,18041,0,No,14,3,4,21,3,20,15,1,12,Adult,10+ Years,High
26,No,Travel_Rarely,Research & Development,23,Life Sciences,1,560,Female,1,Research Scientist,4,Divorced,2886,1,No,22,4,2,3,1,3,2,0,2,Adult,3-5 Years,Low
30,No,Non-Travel,Research & Development,3,Life Sciences,1,562,Male,1,Laboratory Technician,4,Married,2097,4,No,15,3,3,9,1,5,3,1,4,Adult,3-5 Years,Low
29,No,Travel_Rarely,Research & Development,3,Medical,1,564,Male,3,Research Director,3,Married,11935,1,No,18,3,3,10,3,10,2,0,7,Adult,6-10 Years,High
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,1,565,Female,1,Research Scientist,2,Married,2546,5,No,16,3,2,6,4,2,2,1,1,Adult,0-2 Years,Low
19,Yes,Travel_Rarely,Human Resources,2,Technical Degree,1,566,Male,1,Human Resources,4,Single,2564,1,No,12,3,3,1,4,1,0,0,0,Young Adult,0-2 Years,Low
30,No,Non-Travel,Sales,22,Other,1,567,Female,3,Sales Executive,1,Married,8412,0,No,11,3,3,10,3,9,8,7,8,Adult,6-10 Years,Medium
57,No,Travel_Rarely,Sales,29,Marketing,1,568,Male,4,Manager,4,Divorced,14118,3,No,12,3,3,32,2,1,0,0,0,Elder,0-2 Years,High
50,No,Travel_Rarely,Research & Development,29,Life Sciences,1,569,Male,4,Manager,3,Married,17046,0,No,15,3,2,28,3,27,10,15,7,Elder,10+ Years,High
30,No,Non-Travel,Research & Development,2,Medical,1,571,Female,1,Laboratory Technician,4,Single,2564,0,No,14,3,3,12,2,11,7,6,7,Adult,10+ Years,Low
60,No,Travel_Frequently,Sales,28,Marketing,1,573,Female,3,Sales Executive,1,Married,10266,4,No,19,3,4,22,4,18,13,13,11,Elder,10+ Years,High
47,No,Travel_Rarely,Research & Development,2,Medical,1,574,Female,2,Manufacturing Director,4,Divorced,5070,5,No,13,3,3,20,3,5,0,0,4,Elder,3-5 Years,Medium
46,No,Travel_Rarely,Research & Development,2,Life Sciences,1,575,Male,4,Research Director,3,Married,17861,6,No,13,3,3,26,1,3,2,0,1,Elder,3-5 Years,High
35,No,Travel_Rarely,Research & Development,22,Life Sciences,1,577,Male,1,Laboratory Technician,3,Single,4230,0,No,15,3,3,6,3,5,4,4,3,Adult,3-5 Years,Low
54,No,Travel_Rarely,Research & Development,8,Life Sciences,1,578,Female,2,Laboratory Technician,3,Single,3780,7,No,11,3,3,19,3,1,0,0,0,Elder,0-2 Years,Low
34,No,Travel_Rarely,Research & Development,2,Life Sciences,1,579,Male,1,Research Scientist,3,Divorced,2768,3,No,12,3,3,14,3,7,3,5,7,Adult,6-10 Years,Low
46,No,Travel_Rarely,Sales,10,Marketing,1,580,Female,3,Sales Executive,4,Married,9071,2,Yes,19,3,3,15,3,3,2,1,2,Elder,3-5 Years,Medium
31,No,Travel_Rarely,Research & Development,9,Life Sciences,1,581,Male,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,4,13,4,13,8,0,8,Adult,10+ Years,High
33,Yes,Travel_Rarely,Research & Development,15,Medical,1,582,Male,3,Manager,3,Married,13610,7,Yes,12,3,4,15,4,7,6,7,7,Adult,6-10 Years,High
33,Yes,Travel_Rarely,Research & Development,10,Medical,1,584,Male,1,Laboratory Technician,4,Divorced,3408,7,No,13,3,1,8,3,4,3,1,3,Adult,3-5 Years,Low
30,No,Travel_Rarely,Sales,7,Marketing,1,585,Male,1,Sales Representative,2,Single,2983,0,No,14,3,1,4,3,3,2,1,2,Adult,3-5 Years,Low
35,No,Travel_Rarely,Research & Development,16,Life Sciences,1,586,Male,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,10,3,8,7,0,0,Adult,6-10 Years,Medium
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,587,Male,3,Healthcare Representative,3,Married,9824,3,No,12,3,1,12,3,1,0,0,0,Adult,0-2 Years,Medium
34,Yes,Travel_Frequently,Human Resources,23,Human Resources,1,590,Female,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,11,3,3,2,0,2,Adult,3-5 Years,Medium
42,No,Travel_Frequently,Research & Development,5,Other,1,591,Male,1,Laboratory Technician,3,Married,2093,4,No,17,3,4,8,3,2,2,2,0,Adult,0-2 Years,Low
36,No,Non-Travel,Sales,10,Medical,1,592,Male,3,Sales Executive,4,Single,9980,1,No,14,3,4,10,2,10,3,9,7,Adult,6-10 Years,Medium
22,Yes,Travel_Frequently,Research & Development,4,Technical Degree,1,593,Male,1,Laboratory Technician,3,Single,3894,5,No,16,3,3,4,3,2,2,1,2,Young Adult,0-2 Years,Low
48,No,Travel_Rarely,Sales,2,Marketing,1,595,Female,2,Sales Executive,4,Married,4051,2,No,14,3,1,14,3,9,7,6,7,Elder,6-10 Years,Low
55,No,Travel_Rarely,Sales,18,Life Sciences,1,597,Female,4,Manager,2,Single,16835,3,No,23,4,4,37,3,10,9,7,7,Elder,6-10 Years,High
41,No,Non-Travel,Sales,10,Life Sciences,1,599,Male,2,Sales Executive,4,Single,6230,7,No,14,3,4,16,3,14,3,1,10,Adult,10+ Years,Medium
35,No,Travel_Rarely,Sales,1,Marketing,1,600,Male,2,Sales Executive,3,Married,4717,9,No,11,3,3,15,3,11,9,6,9,Adult,10+ Years,Low
40,No,Travel_Rarely,Research & Development,6,Life Sciences,1,601,Female,4,Manufacturing Director,3,Single,13237,7,No,15,3,3,22,3,20,6,5,13,Adult,10+ Years,High
39,No,Travel_Frequently,Research & Development,8,Life Sciences,1,602,Female,1,Laboratory Technician,3,Married,3755,1,No,11,3,1,8,3,8,3,0,7,Adult,6-10 Years,Low
31,No,Travel_Rarely,Sales,2,Life Sciences,1,604,Male,2,Sales Executive,4,Single,6582,4,Yes,13,3,3,10,4,6,5,0,5,Adult,6-10 Years,Medium
42,No,Travel_Rarely,Research & Development,24,Medical,1,605,Male,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,4,10,2,10,9,5,8,Adult,6-10 Years,Medium
45,No,Travel_Rarely,Sales,2,Other,1,606,Male,2,Sales Executive,2,Married,4805,0,No,19,3,2,9,4,8,7,3,7,Elder,6-10 Years,Low
26,Yes,Travel_Frequently,Human Resources,17,Life Sciences,1,608,Female,1,Human Resources,3,Divorced,2741,0,Yes,11,3,2,8,2,7,7,1,0,Adult,6-10 Years,Low
29,No,Travel_Rarely,Research & Development,19,Technical Degree,1,611,Male,2,Manufacturing Director,4,Divorced,4262,4,No,12,3,2,8,4,3,2,1,2,Adult,3-5 Years,Low
33,No,Travel_Rarely,Research & Development,1,Medical,1,612,Female,4,Research Director,3,Divorced,16184,4,No,19,3,3,10,3,6,1,0,5,Adult,6-10 Years,High
31,No,Travel_Rarely,Sales,7,Life Sciences,1,613,Male,3,Manager,4,Divorced,11557,9,No,21,4,3,10,2,5,4,0,1,Adult,3-5 Years,High
18,Yes,Travel_Frequently,Sales,5,Marketing,1,614,Male,1,Sales Representative,2,Single,1878,1,Yes,14,3,4,0,3,0,0,0,0,Young Adult,0-2 Years,Low
40,No,Non-Travel,Sales,28,Other,1,615,Male,3,Sales Executive,1,Divorced,10932,3,No,15,3,3,20,3,1,0,0,1,Adult,0-2 Years,High
41,No,Non-Travel,Research & Development,2,Other,1,616,Female,2,Healthcare Representative,3,Single,6811,2,Yes,17,3,1,10,3,8,7,0,7,Adult,6-10 Years,Medium
26,No,Travel_Rarely,Sales,29,Medical,1,618,Male,2,Sales Executive,3,Divorced,4306,5,No,12,3,1,8,3,0,0,0,0,Adult,0-2 Years,Low
35,No,Travel_Rarely,Sales,1,Medical,1,620,Female,2,Sales Executive,3,Single,4859,1,No,16,3,4,5,3,5,4,0,3,Adult,3-5 Years,Low
34,No,Travel_Rarely,Sales,21,Life Sciences,1,621,Male,2,Sales Executive,4,Single,5337,1,No,12,3,4,10,3,10,7,5,7,Adult,6-10 Years,Medium
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,1,622,Male,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,2,1,1,1,0,0,0,Adult,0-2 Years,Low
37,No,Travel_Rarely,Research & Development,1,Technical Degree,1,623,Female,3,Manufacturing Director,4,Single,7491,4,No,17,3,4,12,4,6,5,1,2,Adult,6-10 Years,Medium
46,No,Travel_Frequently,Research & Development,18,Medical,1,624,Female,3,Healthcare Representative,3,Married,10527,5,No,11,3,4,28,2,2,2,1,2,Elder,0-2 Years,High
41,No,Travel_Rarely,Sales,2,Life Sciences,1,625,Female,4,Manager,1,Married,16595,7,No,16,3,2,22,3,18,16,11,8,Adult,10+ Years,High
37,No,Non-Travel,Sales,9,Medical,1,626,Male,3,Sales Executive,2,Divorced,8834,1,No,13,3,4,9,3,9,5,7,7,Adult,6-10 Years,Medium
52,No,Travel_Rarely,Research & Development,6,Technical Degree,1,630,Male,2,Research Scientist,1,Divorced,5577,3,Yes,12,3,2,18,3,10,9,6,9,Elder,6-10 Years,Medium
32,Yes,Non-Travel,Sales,11,Other,1,631,Male,2,Sales Executive,3,Married,4707,8,No,12,3,4,6,3,4,2,1,2,Adult,3-5 Years,Low
24,No,Travel_Frequently,Sales,24,Medical,1,632,Male,1,Sales Representative,4,Married,2400,0,No,13,3,3,3,3,2,2,2,1,Young Adult,0-2 Years,Low
38,No,Travel_Rarely,Research & Development,10,Medical,1,634,Female,2,Healthcare Representative,3,Married,9824,3,No,19,3,3,18,3,1,0,0,0,Adult,0-2 Years,Medium
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,635,Female,2,Manufacturing Director,2,Married,6447,6,No,12,3,2,8,2,6,5,4,3,Adult,6-10 Years,Medium
49,No,Travel_Rarely,Research & Development,18,Life Sciences,1,638,Male,5,Research Director,3,Divorced,19502,1,Yes,17,3,3,31,3,31,9,0,9,Elder,10+ Years,High
24,No,Travel_Rarely,Research & Development,23,Medical,1,639,Male,1,Research Scientist,4,Married,2725,1,Yes,11,3,2,6,3,6,5,1,4,Young Adult,6-10 Years,Low
26,No,Travel_Rarely,Sales,28,Marketing,1,641,Male,2,Sales Executive,2,Married,6272,1,No,20,4,4,6,4,5,3,1,4,Adult,3-5 Years,Medium
24,No,Travel_Rarely,Research & Development,17,Other,1,643,Male,1,Laboratory Technician,2,Married,2127,1,No,21,4,4,1,3,1,0,0,0,Young Adult,0-2 Years,Low
50,No,Travel_Frequently,Human Resources,3,Medical,1,644,Male,5,Manager,2,Married,18200,1,No,11,3,3,32,3,32,5,10,7,Elder,10+ Years,High
25,No,Travel_Rarely,Sales,13,Medical,1,645,Male,1,Sales Representative,3,Married,2096,1,No,11,3,3,7,3,7,4,0,6,Adult,6-10 Years,Low
24,Yes,Travel_Frequently,Research & Development,7,Life Sciences,1,647,Female,1,Laboratory Technician,3,Married,2886,1,Yes,16,3,4,6,3,6,3,1,2,Young Adult,6-10 Years,Low
30,Yes,Travel_Frequently,Sales,12,Life Sciences,1,648,Male,1,Sales Representative,1,Married,2033,1,No,18,3,3,1,4,1,0,0,0,Adult,0-2 Years,Low
34,No,Travel_Rarely,Research & Development,1,Life Sciences,1,649,Male,1,Research Scientist,4,Married,3622,1,Yes,13,3,4,6,3,6,5,1,3,Adult,6-10 Years,Low
31,Yes,Travel_Rarely,Sales,13,Medical,1,650,Male,2,Sales Executive,1,Divorced,4233,2,No,17,3,3,9,1,3,1,1,2,Adult,3-5 Years,Low
35,No,Travel_Rarely,Research & Development,25,Other,1,652,Male,2,Laboratory Technician,4,Single,3681,4,No,14,3,4,9,3,3,2,0,2,Adult,3-5 Years,Low
31,No,Travel_Rarely,Sales,6,Medical,1,653,Male,2,Sales Executive,4,Divorced,5460,4,No,22,4,4,13,4,7,7,5,7,Adult,6-10 Years,Medium
27,No,Travel_Rarely,Research & Development,6,Medical,1,655,Female,1,Research Scientist,3,Divorced,2187,0,No,12,3,3,6,2,5,3,0,3,Adult,3-5 Years,Low
37,No,Travel_Rarely,Sales,2,Marketing,1,656,Male,2,Sales Executive,3,Married,9602,4,Yes,11,3,3,17,2,3,0,1,0,Adult,3-5 Years,Medium
20,No,Travel_Rarely,Research & Development,1,Life Sciences,1,657,Female,1,Research Scientist,2,Single,2836,1,No,13,3,4,1,4,1,0,0,0,Young Adult,0-2 Years,Low
42,No,Travel_Rarely,Research & Development,2,Life Sciences,1,659,Female,2,Healthcare Representative,4,Married,4089,1,No,13,3,2,10,3,10,2,2,2,Adult,6-10 Years,Low
43,No,Travel_Rarely,Research & Development,6,Other,1,661,Male,4,Research Director,4,Divorced,16627,4,Yes,14,3,3,21,2,1,0,0,0,Adult,0-2 Years,High
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,662,Female,1,Research Scientist,1,Single,2619,3,No,17,3,4,8,2,0,0,0,0,Adult,0-2 Years,Low
43,No,Travel_Frequently,Research & Development,9,Medical,1,663,Male,2,Laboratory Technician,3,Divorced,5679,3,Yes,13,3,2,10,3,8,7,4,7,Adult,6-10 Years,Medium
48,No,Travel_Rarely,Research & Development,1,Life Sciences,1,664,Female,4,Manager,1,Married,15402,7,No,11,3,1,21,1,3,2,0,2,Elder,3-5 Years,High
44,No,Travel_Rarely,Human Resources,1,Life Sciences,1,665,Female,2,Human Resources,3,Single,5985,4,No,11,3,2,10,4,2,2,0,2,Adult,0-2 Years,Medium
34,No,Travel_Rarely,Sales,14,Technical Degree,1,666,Female,1,Sales Representative,3,Divorced,2579,1,Yes,18,3,4,8,3,8,2,0,6,Adult,6-10 Years,Low
27,Yes,Travel_Rarely,Sales,2,Marketing,1,667,Male,1,Sales Representative,1,Divorced,3041,0,No,11,3,2,5,3,4,3,0,2,Adult,3-5 Years,Low
21,No,Travel_Rarely,Sales,22,Technical Degree,1,669,Male,1,Sales Representative,3,Single,3447,1,No,11,3,3,3,3,3,2,1,2,Young Adult,3-5 Years,Low
44,No,Travel_Rarely,Research & Development,3,Other,1,671,Male,5,Manager,4,Married,19513,4,Yes,12,3,1,26,4,2,2,0,1,Adult,0-2 Years,High
22,No,Travel_Rarely,Research & Development,6,Medical,1,675,Male,1,Research Scientist,3,Married,2773,0,No,20,4,4,3,3,2,2,2,2,Young Adult,0-2 Years,Low
33,No,Travel_Rarely,Sales,8,Marketing,1,677,Male,2,Sales Executive,3,Divorced,7104,0,No,12,3,4,6,3,5,0,1,2,Adult,3-5 Years,Medium
32,No,Travel_Rarely,Research & Development,9,Life Sciences,1,679,Female,2,Research Scientist,4,Married,6322,1,Yes,12,3,4,6,2,6,4,0,5,Adult,6-10 Years,Medium
30,No,Travel_Frequently,Research & Development,3,Medical,1,680,Female,1,Research Scientist,3,Divorced,2083,1,No,20,4,3,1,3,1,0,0,0,Adult,0-2 Years,Low
53,No,Travel_Rarely,Sales,1,Medical,1,682,Female,2,Sales Executive,1,Single,8381,7,No,20,4,4,18,4,14,7,8,10,Elder,10+ Years,Medium
34,No,Travel_Rarely,Research & Development,1,Life Sciences,1,683,Male,1,Research Scientist,4,Married,2691,1,No,12,3,4,10,2,10,9,8,8,Adult,6-10 Years,Low
45,Yes,Travel_Frequently,Sales,26,Life Sciences,1,684,Female,2,Sales Executive,1,Married,4286,2,No,14,3,4,5,3,1,1,0,0,Elder,0-2 Years,Low
26,No,Travel_Rarely,Research & Development,6,Life Sciences,1,686,Female,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,3,3,3,3,2,0,2,Adult,3-5 Years,Low
37,No,Travel_Rarely,Research & Development,3,Other,1,689,Male,3,Manufacturing Director,3,Married,9434,1,No,15,3,3,10,3,10,7,7,8,Adult,6-10 Years,Medium
29,No,Travel_Rarely,Sales,3,Medical,1,690,Female,2,Sales Executive,3,Married,5561,1,No,14,3,1,6,2,6,0,1,2,Adult,6-10 Years,Medium
35,No,Travel_Rarely,Research & Development,6,Life Sciences,1,691,Male,2,Research Scientist,4,Single,6646,1,No,13,3,2,17,3,17,11,11,8,Adult,10+ Years,Medium
33,No,Travel_Frequently,Research & Development,6,Life Sciences,1,692,Male,2,Healthcare Representative,4,Divorced,7725,3,No,23,4,3,15,1,13,11,4,7,Adult,10+ Years,Medium
54,No,Travel_Rarely,Human Resources,19,Medical,1,698,Male,3,Human Resources,2,Married,10725,2,No,15,3,3,16,4,9,7,7,1,Elder,6-10 Years,High
36,No,Travel_Rarely,Research & Development,9,Medical,1,699,Male,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,3,13,3,3,2,0,2,Adult,3-5 Years,Medium
27,No,Travel_Rarely,Research & Development,3,Medical,1,700,Male,1,Research Scientist,4,Single,2045,0,No,13,3,4,5,3,4,2,1,1,Adult,3-5 Years,Low
20,Yes,Travel_Rarely,Research & Development,10,Medical,1,701,Male,1,Research Scientist,3,Single,1009,1,Yes,11,3,4,1,3,1,0,1,1,Young Adult,0-2 Years,Low
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,702,Male,1,Research Scientist,1,Single,3348,1,Yes,11,3,1,10,3,10,8,9,7,Adult,6-10 Years,Low
35,No,Non-Travel,Research & Development,3,Life Sciences,1,704,Male,1,Laboratory Technician,3,Married,1281,1,No,18,3,3,1,3,1,0,0,0,Adult,0-2 Years,Low
23,No,Travel_Rarely,Research & Development,4,Medical,1,705,Male,1,Research Scientist,1,Married,2819,2,No,16,3,1,5,4,3,2,0,2,Young Adult,3-5 Years,Low
25,No,Travel_Rarely,Sales,8,Life Sciences,1,707,Male,2,Sales Executive,2,Married,4851,0,No,22,4,3,4,3,3,2,1,2,Adult,3-5 Years,Low
38,No,Travel_Rarely,Sales,7,Marketing,1,709,Female,2,Sales Executive,4,Single,4028,0,No,20,4,1,8,3,7,7,0,5,Adult,6-10 Years,Low
29,No,Travel_Frequently,Research & Development,1,Life Sciences,1,710,Male,1,Research Scientist,4,Divorced,2720,1,No,18,3,4,10,3,10,7,2,8,Adult,6-10 Years,Low
48,No,Travel_Rarely,Sales,2,Marketing,1,712,Male,2,Sales Executive,2,Married,8120,3,No,12,3,4,12,3,2,2,2,2,Elder,0-2 Years,Medium
27,No,Travel_Frequently,Sales,3,Medical,1,714,Female,2,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,6,3,6,5,0,4,Adult,6-10 Years,Low
37,No,Travel_Rarely,Research & Development,10,Life Sciences,1,715,Male,1,Research Scientist,4,Single,4680,3,No,17,3,1,4,3,1,0,0,0,Adult,0-2 Years,Low
50,No,Travel_Rarely,Research & Development,28,Medical,1,716,Male,1,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,20,3,20,8,3,8,Elder,10+ Years,Low
34,No,Travel_Rarely,Research & Development,9,Medical,1,717,Female,3,Healthcare Representative,2,Single,8621,1,No,14,3,2,9,4,8,7,7,7,Adult,6-10 Years,Medium
24,Yes,Travel_Rarely,Sales,3,Life Sciences,1,720,Female,2,Sales Executive,3,Single,4577,9,No,14,3,1,4,3,2,2,2,0,Young Adult,0-2 Years,Low
39,No,Travel_Rarely,Research & Development,2,Technical Degree,1,721,Female,2,Healthcare Representative,3,Single,4553,1,No,11,3,1,20,3,20,7,11,10,Adult,10+ Years,Low
32,No,Travel_Rarely,Sales,10,Marketing,1,722,Male,2,Sales Executive,4,Single,5396,1,No,12,3,4,10,2,10,7,0,8,Adult,6-10 Years,Medium
50,Yes,Travel_Frequently,Sales,8,Technical Degree,1,723,Male,2,Sales Executive,3,Married,6796,3,Yes,14,3,1,18,3,4,3,1,3,Elder,3-5 Years,Medium
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,724,Female,2,Healthcare Representative,4,Single,7625,0,No,13,3,3,10,2,9,7,1,8,Adult,6-10 Years,Medium
27,No,Travel_Rarely,Research & Development,1,Life Sciences,1,725,Female,3,Manufacturing Director,1,Married,7412,1,No,11,3,4,9,3,9,7,0,7,Adult,6-10 Years,Medium
32,No,Travel_Rarely,Research & Development,3,Life Sciences,1,727,Female,3,Research Director,4,Single,11159,3,No,15,3,4,10,3,7,7,7,7,Adult,6-10 Years,High
47,No,Travel_Rarely,Sales,14,Marketing,1,728,Male,2,Sales Executive,1,Single,4960,2,No,12,3,4,20,3,7,7,1,7,Elder,6-10 Years,Low
40,No,Travel_Frequently,Sales,5,Life Sciences,1,729,Male,3,Sales Executive,1,Married,10475,5,Yes,21,4,3,20,3,18,13,1,12,Adult,10+ Years,High
53,No,Travel_Rarely,Research & Development,7,Life Sciences,1,730,Male,4,Research Director,3,Married,14814,3,No,19,3,3,32,3,5,1,1,3,Elder,3-5 Years,High
41,No,Travel_Rarely,Human Resources,10,Human Resources,1,731,Male,5,Manager,4,Divorced,19141,3,No,15,3,2,23,2,21,6,12,6,Adult,10+ Years,High
60,No,Travel_Rarely,Sales,16,Marketing,1,732,Male,2,Sales Executive,1,Single,5405,8,No,14,3,4,10,3,2,2,2,2,Elder,0-2 Years,Medium
27,No,Travel_Frequently,Research & Development,10,Life Sciences,1,733,Male,3,Manufacturing Director,1,Divorced,8793,1,No,21,4,3,9,2,9,7,1,7,Adult,6-10 Years,Medium
41,No,Travel_Rarely,Human Resources,1,Human Resources,1,734,Male,5,Manager,3,Married,19189,1,No,12,3,2,22,3,22,7,2,10,Adult,10+ Years,High
50,No,Travel_Rarely,Sales,8,Marketing,1,738,Male,1,Sales Representative,2,Married,3875,7,No,15,3,4,4,3,2,2,2,2,Elder,0-2 Years,Low
